eagle-fairing-decal-14093-84, EAGLE FAIRING DECAL  , FUEL TANK NAMEPLATE AND ADAPTER KITS Gives your fairing that custom look. Multi-colored. Made in the U.S.A. 14093-84 Black Background. $39.95 Eagle decal fits '13-earlier FL FLH and FLHT fairings., Harley Davidson,  , , , Title, Default Title, , , , , 14093-84, ,,,,,33.96,39.95
frenched-trim-ring-collection-gloss-black-46809-09, FRENCHED TRIM RING COLLECTION GLOSS BLACK  , It is all in the details. Complete your total front end with these wheel spacers in mirror chrome finish. Manufactured to the Original Equipment tolerances they deliver the exact fitment and custom shine. Chrome is Original Equipment on FLSTNSE 43300010 Chrome. $49.95 Fits '11-'17 FLS FLSS FLSTF FLSTC and FLSTN models with ABS brakes. FLSTC and FLSTN models require removal of Original Equipment hub cap. If the shape of this nacelle seems to reflect the image of the 1960s FL models that's because the spirit of the past is built right in. Bold locomotive styling adds visual strength to the bike's profile and stretches the rider's view to the horizon when looking over the headlamp. Coupled with the separate purchase of the Nacelle Hardware Kit P/N 67897-96B the nacelle fits with an existing H-D windshield and/or passing lamps. Kit includes hardware required for installation of the nacelle with a detachable windshield without passing lamps. Separate Hardware Kit is required when installing nacelle with passing lamps or rigid mount windshield. HEADLAMP TRIM RING GLOSS BLACK (IRON 883 SHOWN) CONTOURED HEADLAMP TRIM RING This easy to install Headlamp Trim Ring extends forward giving the headlamp assembly a frenched look reminiscent of classic hot rod car designs by recessing the headlamp and adding the appearance of depth. Does not fit with accessory Headlamp Visors or Passing Lamp Visors. 61400294 7 Headlamp Gloss Black. $49.95 Fits '94-later Road King '14-later Electra Glide Street Glide Ultra Limited and Tri Glide models. 61400295 7 Headlamp Gloss Black. $49.95 Fits '12-'16 FLD '83-'13 Touring (except Tour GlideTM and Road Glide) '94-later Road King and '08-'13 Trike models. Also fits '86-'17 FL Softail models with Freight Train Headlight Nacelle. Does not fit with Fairing Bra P/N 57800-00. E. VISOR STYLE TRIM RING COLLECTION GLOSS BLACK These easy to install Visor Style Trim Rings recess the headlamp into the housing and add a traditional eyebrow design to the headlamp shell. The trim ring stretches the profile of the bike for a long lean appearance. 61400292 7 Headlamp Gloss Black. $49.95 Fits '94-later Road King '14-later Electra Glide Street Glide Ultra Limited and Tri Glide models. 61400293 7 Headlamp Gloss Black. $49.95 Fits '12-'16 FLD '83-'13 Touring (except Tour GlideTM and Road Glide ) '94-later Road King and '08-'13 Trike models. Also fits '86-'17 FL Softail models with Freight Train Headlight Nacelle. Does not fit with Fairing Bra P/N 57800-00. F. FREIGHT TRAIN HEADLIGHT NACELLE If the shape of this nacelle seems to reflect the image of the 1960s FL models that's because the spirit of the past is built right in. Bold locomotive styling adds visual strength to the bike's profile and stretches the rider's view to the horizon when looking over the headlamp. Coupled with the separate purchase of the Nacelle Hardware Kit P/N 67897-96B the nacelle fits with an existing H-D windshield and/or passing lamps. Kit includes hardware required for installation of the nacelle with a detachable windshield without passing lamps. Separate Hardware Kit is required when installing nacelle with passing lamps or rigid mount windshield., Harley Davidson,  , , , Title, Default Title, , , , , 46809-09, ,,,,,382.46,449.95
billet-style-rear-brake-lever-46873-09, BILLET STYLE REAR BRAKE LEVER  , JIFFY STAND EXTENSION KIT Styled to complement our billet style mirror stems and hand and foot controls these slotted Rear Brake Levers are forged from 2014-T6 aluminum then machined and polished for a beautiful custom look. Available in your choice of mirror chrome satin black powder coat or edge cut black anodized and machined aluminum finishes. Brake Pedal Pads sold separately., Harley Davidson,  , , , Title, Default Title, , , , , 46873-09, ,,,,,118.96,139.95
profile-low-touring-front-lowering-kit-(46875-09-shown-46875-09, PROFILE LOW TOURING FRONT LOWERING KIT (46875-09 SHOWN , PREMIUM RIDE SINGLE CARTRIDGE FORK KIT12 This Cartridge Fork Kit converts the standard Original Equipment front suspension into a high-performance suspension with superior ride quality. The Cartridge Fork Kit complements the Premium Ride Hand-Adjustable Rear Shocks (Low-Profile and Standard-Height) by providing a balanced suspension system capable of delivering superior ride characteristics. The front fork kit improves resistance to front brake dive improves cornering and enhances bottoming control. A perfect addition during the installation of chrome or gloss black lower fork sliders the kit includes fork pipes cartridges fork bolts main springs and oil seals. Available in Standard Ride Height and Low Ride Height versions. 45500158 Standard-Height. $349.95 Fits '14-'16 Touring models. Does not fit Trike models. 45500157 Low-Profile. $349.95 Fits '14-'16 Touring models. Does not fit Trike models. Stock on '15-'16 FLHTCUL and FLHTKL models. Must only be installed on vehicles equipped with lowered rear shocks. B. PREMIUM RIDE DOUBLE CARTRIDGE FORK KIT1 This Double Cartridge Fork Kit converts the standard Original Equipment front suspension into a high-performance suspension with superior ride quality. The Double Cartridge Fork Kit complements the Premium Ride Hand-Adjustable Rear Shocks (Low-Profile and Standard-Height) by providing a balanced suspension system capable of delivering superior ride characteristics. The front fork kit improves resistance to front brake dive improves cornering and enhances bottoming control. A perfect addition during the installation of chrome or gloss black lower fork sliders the kit includes fork pipes cartridges fork bolts main springs and oil seals. 45500106 Standard-Height. $429.95 Fits '09-'13 Touring models. Does not fit Trike models. C. PROFILE LOW TOURING FRONT LOWERING KIT12 Place the rider's feet firmly on the ground. This kit utilizes components designed to provide a 1.0 decrease in ride height. PREMIUM RIDE DOUBLE CARTRIDGE FORK KIT PROFILE LOW TOURING FRONT LOWERING KIT (46875-09 SHOWN), Harley Davidson,  , , , Title, Default Title, , , , , 46875-09, ,,,,,135.96,159.95
upper-fork-nut-covers-46889-06, UPPER FORK NUT COVERS  , Highlighted with a unique Bar & Shield logo these easy-toinstall billet-look covers hide the Original Equipment fork and steering stem hex-head hardware and add a clean custom touch to the top of the triple tree. Available in your choice of chrome or gloss black finish the kit comes complete with three covers and mounting hardware. 45800015 Gloss Black. $59.95 Fits '06-'17 Dyna models (except FLD FXDB and FXDSE). 46109-06 Chrome. $59.95 Fits '06-'17 Dyna models (except FLD FXDB and FXDSE). 46129-98B Chrome. $59.95 Fits '88-'13 XL (except XL883C XL1200C and XL1200S) '95'05 FXD '93-'05 FXDL '16-'17 FXDLS '94-'05 FXDS-CONV and '90-'17 FLS FLSS FLSTF FLSTFB FLSTFBS and FLSTN and '86-'17 FLSTC models. B. BRASS COLLECTION UPPER FORK STEM COVERS The ideal addition to your stripped down bobber or caf bike build these easy-to-install solid brass covers hide the Original Equipment fork and steering stem hex-head hardware and add a clean custom touch. Artistically manufactured from solid brass these Upper Fork Covers feature a natural antique finish that will age and patina when exposed to the elements. Kits includes mounting hardware. 45500308 Three-Piece Kit. $79.95 Fits '88-'13 XL (except XL883C XL1200C and XL1200S) '95'05 FXD '93-'05 FXDL '94-'05 FXDS-Conv and '90-'17 FLS FLSS FLSTF FLSTFB FLSTFBS and FLSTN and '86-'17 FLSTC models. C. BILLET FORK SLIDER DUST COVERS Oversized billet covers are designed to replace the Original Equipment dust caps creating a big beefy look to the front forks. Available in your choice of mirror chrome or gloss black finish these covers are the perfect addition to matching accessory fork sliders and upper fork nut covers., Harley Davidson,  , , , Title, Default Title, , , , , 46889-06, ,,,,,,
-46944-07A,  , , Harley Davidson,  , , , Title, Default Title, , , , , 46944-07A, ,,,,,101.96,119.95
mustache-engine-guard*-47207-06, MUSTACHE ENGINE GUARD*  , ADJUSTABLE HIGHWAY PEG MOUNTING KIT* Versatility with style and comfort. Choose from several H-D custom footpegs to complete the cruiser look. Easy to install. HIGHWAY PEG MOUNTING KIT* Kick back and cruise. Kit includes chrome mounting plates chrome footpeg supports and all necessary mounting hardware. Uses H-D male-mount footpegs. ENGINE GUARD KIT* Protect your bike without sacrificing ground clearance or style. The one-piece Engine Guard is designed to complement the lines of the motorcycle and the available chrome or gloss black finish adds the perfect finishing touch. ENGINE GUARD KIT GLOSS BLACK MUSTACHE ENGINE GUARD* Combine classic shape and modern function for a unique twist on engine protection. The flow of this engine guard complements the bike's traditional style while the gracefully curved upper section incorporates highway pegs into the shape. The integrated rubber pads offer a comfortable and slip-resistant cushion for your feet while traveling the open road. One-piece engine guard kit includes all required mounting hardware., Harley Davidson,  , , , Title, Default Title, , , , , 47207-06, ,,,,,237.96,279.95
contoured-frame-inserts-47300-88T, CONTOURED FRAME INSERTS  , Add a custom filled and molded look to the Softail frame. These Contoured Frame Inserts are shaped to fill the frame recesses that surround the swingarm pivot bolt. The smooth teardrop shape blends with the frame for maximum impact. These inserts complement both a black-painted or chromeplated swingarm installation. Adhesive backed for easy installation. 48211-08 Chrome. $64.95 Fits '08-'17 Softail models (except FXCW FXCWC FXSB and FXSBSE). 48212-08 Chrome. $64.95 Fits '08-'17 FXCW FXCWC FXSB and FXSBSE and '16-later FXSE models. B. SOFTAIL FRAME TRIM SET These easy-to-install chrome-plated trim plates fit into the recesses at the rear of the Softail frame and add a bright finishing touch. To complete the look add a set of chrome Swingarm Pivot Bolt Covers (sold separately)., Harley Davidson,  , , , Title, Default Title, , , , , 47300-88T, ,,,,,23.76,27.95
fender-strut-covers-gloss-black-47498-09, FENDER STRUT COVERS GLOSS BLACK  , CHROME SADDLEBAG FILLER STRIP KIT SLOTTED '95-'08 MODELS Manufactured from Original Equipment components to ensure superior fit and finish the gloss black Fender Support Kit replaces the Original Equipment cast and chrome fender support system and continues the dark look to the area between and behind the saddlebags. The ideal finishing touch for your blacked-out Touring bike these covers are the perfect complement to the optional gloss black Passenger Sissy Bars Luggage Racks Tour-Pak mounting racks and Docking Hardware Kits. Kit includes gloss black left and right supports and docking hardware slot fillers. Manufactured from Original Equipment components to ensure superior fit and finish the gloss black Fender Strut Covers conceal the cast fender struts and continue the dark look to the area behind the saddlebags. The ideal finishing touch for your blacked-out Touring bike these covers are the perfect complement to the optional gloss black Passenger Sissy Bars Stealth Luggage Rack and Docking Hardware Kits. C. FENDER SUPPORT KIT GLOSS BLACK, Harley Davidson,  , , , Title, Default Title, , , , , 47498-09, ,,,,,93.46,109.95
rear-axle-covers-chrome-47596-91B, REAR AXLE COVERS CHROME  , BAR & SHIELD REAR AXLE COVERS Add a sweep of chrome to the rear of the swingarm. This mirror-finished cover hides the axle head and the rear of the swingarm (sold in pairs). Traditional wedge-shaped rear axle covers follow the triangular lines of the Softail swingarm and conceal the swingarm tail for a clean custom look. This kit includes left and right covers complementing trim discs and all required mounting hardware., Harley Davidson,  , , , Title, Default Title, , , , , 47596-91B, ,,,,,84.96,99.95
swingarm-pivot-bolt-covers-47612-08, SWINGARM PIVOT BOLT COVERS  , SOFTAIL FRAME INSERT AND PIVOT BOLT KIT Cover your swingarm pivot bolt with distinctive styling. Available in your choice of mirror chrome or gloss black finish this kit includes set screws and Allen wrench for easy installation (sold in pairs)., Harley Davidson,  , , , Title, Default Title, , , , , 47612-08, ,,,,,27.16,31.95
swingarm-pivot-bolt-covers-brass-collection-47625-09, SWINGARM PIVOT BOLT COVERS BRASS COLLECTION  , Cover your rear axle nut in the most traditional way. Artistically manufactured from solid brass these components feature a natural antique finish that will age and patina when exposed to the elements. Brass Collection Rear Axle Nut Covers complement the matching Front Axle Nut covers. Easy to install kits include all necessary mounting hardware. Sold in pairs. Styled to complement the complete Brass Collection these easy to install components hide the swingarm pivot bolt is classic style. Manufactured from solid brass these heritagefinished covers feature a natural antique finish that will age and patina when exposed to the elements. Kit includes mounting hardware. 61400344 Left Side Only. $29.95 Fits '14-later XL and '18-later Softail models. 61400517 Right Side Only. $29.95 Fits '14-later XL models. G. REAR AXLE NUT COVERS BRASS COLLECTION H. SWINGARM PIVOT BOLT COVERS BRASS COLLECTION I. SWINGARM PIVOT BOLT COVERS GLOSS BLACK Cover the swingarm pivot bolt in classic style. Available in gloss black finish these easy-to-install kits include left and right diecast pivot bolt covers and necessary mounting hardware., Harley Davidson,  , , , Title, Default Title, , , , , 47625-09, ,,,,,27.16,31.95
swingarm-pivot-bolt-covers-harley-davidson-motor-co.-logo-47630-09, SWINGARM PIVOT BOLT COVERS HARLEY-DAVIDSON MOTOR CO. LOGO  , SWINGARM PIVOT BOLT COVERS CHROME SWINGARM PIVOT BOLT COVERS GLOSS BLACK Add a little attitude to your ride. Styled to complement Harley-Davidson Skull accessory items the menacing raised skull with black-filled eyes leaps from a field of chrome. The surrounding Harley-Davidson Motorcycles script is the perfect finishing touch. This easy-to-install kit includes left and right pivot bolt covers and necessary mounting hardware. SWINGARM PIVOT BOLT COVERS HARLEY-DAVIDSON MOTOR CO. LOGO Die-cast chrome-plated with black Harley-Davidson Motor Co. logo. Includes set screws and Allen wrench for easy installation (sold in pairs)., Harley Davidson,  , , , Title, Default Title, , , , , 47630-09, ,,,,,29.71,34.95
caliper-screen-insert-gloss-black-47647-09, CALIPER SCREEN INSERT GLOSS BLACK  , Complete the blacked-out transformation. Gloss black inserts replace the satin-finish screens featured on Harley-Davidson Original Equipment Brembo brakes and add a rich complement to the wrinkle black caliper finish. Easy pop-in installation. Sold individually. 41300154 Front. $29.95 Fits '06-'17 VRSCTM '08-later Touring and '09-'13 Trike models. D. CALIPER SCREEN INSERT CHROME Chrome-plated caliper inserts replace the Original Equipment satin-finish screens featured on Brembo Brake Calipers. Easy pop-in installation. Sold individually. 42054-05 Front. $29.95 Fits '06-'17 VRSC '08-later Touring and '09-'13 Trike models. E. SWINGARM PIVOT BOLT COVERS Complete the radical styling of your VRSC model's swingarm with these custom Pivot Bolt Covers. Easy press-fit installation. Sold in pairs., Harley Davidson,  , , , Title, Default Title, , , , , 47647-09, ,,,,,25.46,29.95
